"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"317","a","a","GO:0033002","muscle cell proliferation","27/1059","234/23210",9.62263159294178e-06,0.000155995910902611,0.000116053122847633,"13433/12534/59027/22596/18128/18706/77044/268697/14234/26416/27401/20841/53817/12159/17260/17268/15902/11600/13052/11504/15200/19737/14182/18131/17967/17300/19091",27
"318","a","a","GO:0031110","regulation of microtubule polymerization or depolymerization","15/1059","88/23210",9.75948228666115e-06,0.000156295919377451,0.000116276314085047,"66140/219114/212307/230101/66468/80986/214444/22153/56742/13589/16765/14228/76686/260315/20393",15
"319","a","a","GO:0032835","glomerulus development","12/1059","58/23210",9.76279239543914e-06,0.000156295919377451,0.000116276314085047,"18128/16449/56198/14234/12159/17260/11600/93840/19126/18131/23967/17300",12
"320","a","a","GO:0044380","protein localization to cytoskeleton","12/1059","58/23210",9.76279239543914e-06,0.000156295919377451,0.000116276314085047,"54141/74470/212307/240641/20878/20460/68743/22137/18226/209586/13589/18536",12
"321","a","a","GO:0046605","regulation of centrosome cycle","12/1059","58/23210",9.76279239543914e-06,0.000156295919377451,0.000116276314085047,"16551/74335/20873/18005/20460/214444/18226/12449/19385/103573/12649/18148",12
"322","a","a","GO:0001843","neural tube closure","17/1059","110/23210",9.96067233625799e-06,0.000158968618434875,0.000118264667947986,"108156/13800/240641/11352/99377/20460/58198/330409/636931/12159/81896/12808/93840/14725/20319/216285/57265",17
"323","a","a","GO:0048705","skeletal system morphogenesis","29/1059","262/23210",1.02766048231395e-05,0.00016350300986413,0.000121638027432435,"15401/16869/14634/12824/14048/11647/269941/20474/14234/26416/12159/192170/14260/15426/17260/218772/107587/19338/20319/216285/15404/15402/268396/23967/17300/15531/20666/15400/15430",29
"324","a","a","GO:0046785","microtubule polymerization","14/1059","78/23210",1.03837931493014e-05,0.000164191732290031,0.000122150402326357,"67141/67203/230101/214444/75786/22153/56742/74237/13589/16765/14228/76686/260315/20393",14
"325","a","a","GO:0060976","coronary vasculature development","14/1059","78/23210",1.03837931493014e-05,0.000164191732290031,0.000122150402326357,"18128/77044/77579/12159/20586/268977/11600/18552/18186/93840/14725/14182/15531/14734",14
"326","a","a","GO:0055123","digestive system development","19/1059","134/23210",1.104511003355e-05,0.000174112946203722,0.000129531287187128,"21410/14634/18128/58198/14165/12159/19378/14464/218772/12808/15902/13618/18552/93840/20319/18741/15402/20666/54635",19
"327","a","a","GO:0060415","muscle tissue morphogenesis","15/1059","89/23210",1.1248493561473e-05,0.00017677678413581,0.000131513048817865,"18128/14234/109620/320790/110532/11600/93840/14725/18741/22003/16392/57265/17300/11464/109272",15
"328","a","a","GO:0006268","DNA unwinding involved in DNA replication","6/1059","13/23210",1.15784621865178e-05,0.000181407674318643,0.000134958198528346,"68275/19361/12144/17216/17217/17220",6
"329","a","a","GO:0030111","regulation of Wnt signaling pathway","31/1059","292/23210",1.20076527191786e-05,0.000187560265422063,0.000139535417296614,"13205/21410/14634/218581/29806/11352/18128/228357/19273/58198/12316/26416/666048/27041/14165/74493/20586/27412/14783/93840/20378/17242/20319/70433/76365/140577/16392/319478/14734/15364/328949",31
"330","a","a","GO:0030865","cortical cytoskeleton organization","11/1059","50/23210",1.22974820848388e-05,0.000191168380634127,0.000142219673797513,"23790/26934/13605/12704/71819/68743/102502/12317/18472/235072/104215",11
"331","a","a","GO:0051168","nuclear export","19/1059","135/23210",1.23130441700517e-05,0.000191168380634127,0.000142219673797513,"110750/68278/68051/445007/19387/234865/103468/432508/24015/12317/53379/53817/103573/19384/71805/59015/18148/109095/276770",19
"332","a","a","GO:0072189","ureter development","7/1059","19/23210",1.25436435806328e-05,0.000194162001086964,0.000144446777060426,"16869/12159/19378/243931/14013/76365/23967",7
"333","a","a","GO:0048839","inner ear development","25/1059","211/23210",1.28566844007276e-05,0.000198409913319337,0.000147607010410756,"14634/12824/14048/18128/16449/20474/330409/17216/18472/14165/12159/13838/18510/67628/320790/14461/93840/20378/14182/73230/76365/26563/57265/16658/242022",25
"334","a","a","GO:0061008","hepaticobiliary system development","18/1059","124/23210",1.34474794077297e-05,0.000206905978072824,0.000153927655874171,"14235/52679/21410/18128/20878/18706/17345/108961/12443/12159/14056/20586/218772/12808/16004/20378/17242/15234",18
"335","a","a","GO:0072078","nephron tubule morphogenesis","14/1059","80/23210",1.4053162057055e-05,0.000215579700928972,0.000160380470043122,"16869/21410/14634/14048/58198/20474/12159/18510/14260/18654/269152/23967/14734/15229",14
"336","a","a","GO:0050679","positive regulation of epithelial cell proliferation","24/1059","199/23210",1.4124639759672e-05,0.000216031320609983,0.000160716452403285,"11846/14048/18128/404710/97165/12443/14165/12159/12160/18102/18654/14461/107587/13052/16401/17242/13601/14182/76365/226841/23967/15364/20315/20666",24
"337","a","a","GO:0048864","stem cell development","15/1059","91/23210",1.48434195325701e-05,0.000226351136432871,0.000168393877064796,"23790/16449/243574/14234/12159/19378/20358/13618/18186/14268/18741/216285/16392/17300/20666",15
"338","a","a","GO:1901214","regulation of neuron death","36/1059","368/23210",1.53775261583034e-05,0.000233802091501541,0.000173937013413135,"11799/17865/109689/12125/18706/57434/15505/234734/14629/20474/381293/68169/56086/18546/17685/12912/15510/18148/15258/211064/13642/18008/17260/12977/107449/21981/18039/11600/18186/17242/70433/231637/16392/14062/18212/14806",36
"339","a","a","GO:1901976","regulation of cell cycle checkpoint","9/1059","34/23210",1.54668954476568e-05,0.000234467184972001,0.000174431809550969,"74335/67052/20878/19891/56150/14155/214444/268697/53817",9
"340","a","a","GO:0060419","heart growth","17/1059","114/23210",1.61638660014132e-05,0.000244312080533124,0.000181755917390503,"12534/28185/18128/77044/268697/14234/26416/53817/19736/17260/67603/17268/13052/14182/17967/17300/19091",17
"341","a","a","GO:0060675","ureteric bud morphogenesis","13/1059","71/23210",1.70820555428887e-05,0.000257433089251921,0.000191517288877209,"16869/21410/14634/14048/58198/20474/12159/18510/14260/18654/269152/14734/15229",13
"342","a","a","GO:0048863","stem cell differentiation","26/1059","228/23210",1.72129116712839e-05,0.000258646646429029,0.000192420114466307,"103136/23790/21410/22596/18128/16449/12038/243574/14234/83557/12159/17260/19378/20358/13618/18186/14268/20378/18741/216285/15404/16392/23967/17300/20666/234267",26
"343","a","a","GO:0072698","protein localization to microtubule cytoskeleton","11/1059","52/23210",1.82917541455308e-05,0.000274056339807238,0.000203884152390878,"54141/74470/212307/240641/20878/20460/22137/18226/209586/13589/18536",11
"344","a","a","GO:0030178","negative regulation of Wnt signaling pathway","20/1059","151/23210",1.83513084846002e-05,0.000274149343902211,0.000203953342766426,"14634/29806/18128/228357/19273/26416/666048/27041/14783/20378/17242/20319/70433/76365/140577/16392/319478/14734/15364/328949",20
"345","a","a","GO:0072087","renal vesicle development","7/1059","20/23210",1.85382542104519e-05,0.00027613938663047,0.000205433834606746,"16869/58198/12159/18510/14260/269152/23967",7
"346","a","a","GO:0003338","metanephros morphogenesis","8/1059","27/23210",1.86898010444706e-05,0.00027759216059981,0.000206514625474649,"16869/58198/231470/14165/12159/18510/14260/269152",8
"347","a","a","GO:0072088","nephron epithelium morphogenesis","14/1059","82/23210",1.88219794960337e-05,0.00027874971939515,0.00020737579108022,"16869/21410/14634/14048/58198/20474/12159/18510/14260/18654/269152/23967/14734/15229",14
"348","a","a","GO:0006999","nuclear pore organization","6/1059","14/23210",1.94787138780307e-05,0.000287646869595402,0.000213994823971589,"72787/234865/103468/72124/71805/107939",6
"349","a","a","GO:0021846","cell proliferation in forebrain","9/1059","35/23210",1.99817814061776e-05,0.000292197460414916,0.000217380234988781,"14634/21335/381293/18993/18992/140486/14182/18536/15364",9
"350","a","a","GO:0048645","animal organ formation","13/1059","72/23210",1.998429360615e-05,0.000292197460414916,0.000217380234988781,"14634/14048/18128/14165/12159/18510/17260/14464/14725/14182/24063/16392/15400",13
"351","a","a","GO:0060038","cardiac muscle cell proliferation","12/1059","62/23210",1.99887965258859e-05,0.000292197460414916,0.000217380234988781,"12534/18128/77044/268697/14234/26416/17260/17268/13052/14182/17967/17300",12
"352","a","a","GO:0006397","mRNA processing","41/1059","448/23210",2.0039463155771e-05,0.000292197460414916,0.000217380234988781,"68278/67897/20624/21681/74044/67678/268697/15382/432508/68879/20641/53379/19205/53817/192159/18949/212880/219249/72486/18458/71702/225027/319322/192170/56195/74255/13204/19656/230908/18148/72462/76936/214572/68479/109095/320632/11803/110532/56403/93686/231464",41
"353","a","a","GO:0016072","rRNA metabolic process","26/1059","230/23210",2.00711623908281e-05,0.000292197460414916,0.000217380234988781,"103136/70683/56200/56095/98956/20017/50911/74035/245474/67276/225348/104662/20937/227715/72515/67936/217995/27993/17975/69639/20586/110816/320790/18148/72462/100503670",26
"354","a","a","GO:0055017","cardiac muscle tissue growth","16/1059","105/23210",2.16124138652459e-05,0.000313746313145477,0.000233411499133432,"12534/28185/18128/77044/268697/14234/26416/53817/19736/17260/17268/13052/14182/17967/17300/19091",16
"355","a","a","GO:0072028","nephron morphogenesis","14/1059","83/23210",2.17014675116564e-05,0.000314151666316625,0.000233713061533983,"16869/21410/14634/14048/58198/20474/12159/18510/14260/18654/269152/23967/14734/15229",14
"356","a","a","GO:0007411","axon guidance","27/1059","245/23210",2.21739966920529e-05,0.000320090362360842,0.000238131153121041,"12561/16869/14634/13723/13800/11787/235472/77579/14587/13838/13642/20358/107449/18186/93840/14725/70433/17967/16392/13640/71436/20564/22253/20315/210801/15229/23964",27
"357","a","a","GO:0010569","regulation of double-strand break repair via homologous recombination","10/1059","44/23210",2.25426478021934e-05,0.000323594042054391,0.000240737714841419,"19361/19891/19362/12144/75317/60530/216853/60344/94232/12649",10
"358","a","a","GO:0043039","tRNA aminoacylation","10/1059","44/23210",2.25426478021934e-05,0.000323594042054391,0.000240737714841419,"110960/23874/107508/226539/107271/234734/105148/76563/22375/85305",10
"359","a","a","GO:0070997","neuron death","38/1059","405/23210",2.30711344899808e-05,0.000330257827699196,0.000245695236673832,"11799/17865/109689/12125/18706/57434/12704/15505/234734/14629/20474/381293/68169/56086/18546/17685/12912/15510/18148/15258/211064/13642/18008/17260/12977/107449/110532/21981/18039/11600/18186/17242/70433/231637/16392/14062/18212/14806",38
"360","a","a","GO:0045995","regulation of embryonic development","18/1059","129/23210",2.33039490440995e-05,0.000331821919478803,0.000246858842401657,"16869/16775/26934/18128/20474/241324/18472/12159/14461/107587/93840/20319/14182/76365/208177/23967/57265/27206",18
"361","a","a","GO:2000779","regulation of double-strand break repair","13/1059","73/23210",2.33095374453878e-05,0.000331821919478803,0.000246858842401657,"14235/19361/19891/19362/12144/75317/60530/216853/60344/94232/110052/12649/21974",13
"362","a","a","GO:0007548","sex differentiation","30/1059","288/23210",2.3771384663402e-05,0.000337461728688461,0.000251054577195336,"16869/109689/21410/228421/12125/12316/237911/20474/12190/103468/97165/12443/73296/14165/12159/17685/12416/55994/14228/12160/15405/320790/11600/11504/93837/14725/20319/23967/17300/15364",30
"363","a","a","GO:0097485","neuron projection guidance","27/1059","246/23210",2.38485194948753e-05,0.000337624081774557,0.00025117535973724,"12561/16869/14634/13723/13800/11787/235472/77579/14587/13838/13642/20358/107449/18186/93840/14725/70433/17967/16392/13640/71436/20564/22253/20315/210801/15229/23964",27
"364","a","a","GO:0045665","negative regulation of neuron differentiation","28/1059","260/23210",2.40617775958186e-05,0.000338776644013457,0.00025203280815577,"14634/18128/228357/16449/12704/12316/214444/12317/19205/18472/13838/19716/13642/20358/17268/216616/15902/13618/18186/70433/12494/18131/16392/12484/235106/13865/270120/29869",28
"365","a","a","GO:0048588","developmental cell growth","28/1059","260/23210",2.40617775958186e-05,0.000338776644013457,0.00025203280815577,"12561/28185/20878/225348/116837/266692/12904/13690/53817/18472/15519/19736/81907/235072/20358/12808/18186/14268/16401/70433/56320/13640/71436/19091/20564/18213/20315/29869",28
"366","a","a","GO:0042326","negative regulation of phosphorylation","41/1059","452/23210",2.46345864014661e-05,0.000345893823817307,0.00025732763247088,"14235/103136/72349/23790/14114/109689/171580/52033/15505/18817/268697/18226/18546/56455/18472/22375/12159/16475/13669/230908/18148/28084/15170/232339/20358/67603/14783/110532/11600/208650/14013/20319/15234/19087/24063/170643/67296/18213/52468/24071/68371",41
"367","a","a","GO:0071168","protein localization to chromatin","8/1059","28/23210",2.51225656908831e-05,0.000351784373529832,0.000261709905605299,"71988/19357/67849/66634/18817/17685/14056/223828",8
"368","a","a","GO:0046620","regulation of organ growth","17/1059","118/23210",2.56015543498167e-05,0.00035751735816225,0.000265974958233794,"12534/28185/18128/12125/268697/14234/26416/53817/19736/17260/232339/67603/17268/13052/14182/17967/17300",17
"369","a","a","GO:0010976","positive regulation of neuron projection development","35/1059","362/23210",2.57156194316747e-05,0.000358137041353324,0.000266435971404486,"12561/11352/16975/116837/68169/18546/12904/13690/19385/19205/18472/12159/13838/53872/14056/12160/18102/50772/12808/18039/11504/18186/14268/17242/15234/14182/56320/208647/320840/12484/13640/18212/18213/20315/20393",35
"370","a","a","GO:0006520","cellular amino acid metabolic process","28/1059","261/23210",2.58061495306777e-05,0.000358426493076089,0.000266651308948568,"26912/69719/11846/237823/108156/110960/107272/104174/56454/23874/107508/109079/226539/51797/107271/12035/234734/14629/105148/320452/76563/13195/22375/229363/85305/51793/26432/110446",28
"371","a","a","GO:0055025","positive regulation of cardiac muscle tissue development","11/1059","54/23210",2.66650529598187e-05,0.000369034012975069,0.000274542770992811,"12534/18128/268697/26416/53817/12159/12912/13642/17260/14182/17967",11
"372","a","a","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","7/1059","21/23210",2.67134953934084e-05,0.000369034012975069,0.000274542770992811,"56095/50911/74035/67276/227715/69639/18148",7
"373","a","a","GO:0001933","negative regulation of protein phosphorylation","38/1059","408/23210",2.714947580143e-05,0.000374051356953213,0.000278275422917436,"14235/103136/72349/23790/14114/109689/171580/52033/15505/18817/268697/18226/18546/18472/22375/12159/13669/230908/18148/28084/15170/232339/20358/67603/110532/11600/208650/14013/20319/15234/19087/24063/170643/67296/18213/52468/24071/68371",38
"374","a","a","GO:0035136","forelimb morphogenesis","10/1059","45/23210",2.78064971218332e-05,0.000381060236557602,0.000283489677323504,"58198/12904/81896/15405/14260/19378/107587/14013/23967/15430",10
"375","a","a","GO:0043038","amino acid activation","10/1059","45/23210",2.78064971218332e-05,0.000381060236557602,0.000283489677323504,"110960/23874/107508/226539/107271/234734/105148/76563/22375/85305",10
"376","a","a","GO:0071479","cellular response to ionizing radiation","12/1059","64/23210",2.79424265680773e-05,0.000381904601418483,0.00028411784237194,"22596/19361/13605/59001/19362/12144/74041/60530/72440/26416/98415/20319",12
"377","a","a","GO:0034249","negative regulation of cellular amide metabolic process","20/1059","156/23210",2.9667810602843e-05,0.000404410818801088,0.000300861337734261,"13205/72068/13361/22171/107508/83557/636931/11991/12317/140486/260302/192170/17975/53872/75593/16201/64602/56403/231464/233744",20
"378","a","a","GO:0031115","negative regulation of microtubule polymerization","6/1059","15/23210",3.12101130889692e-05,0.000423189369826419,0.00031483163654808,"22153/13589/16765/14228/76686/20393",6
"379","a","a","GO:0072283","metanephric renal vesicle morphogenesis","6/1059","15/23210",3.12101130889692e-05,0.000423189369826419,0.00031483163654808,"16869/58198/12159/18510/14260/269152",6
"380","a","a","GO:0048644","muscle organ morphogenesis","15/1059","97/23210",3.24554031992135e-05,0.000438916623791469,0.000326531923599843,"18128/14234/109620/320790/110532/11600/93840/14725/18741/22003/16392/57265/17300/11464/109272",15
"381","a","a","GO:0021987","cerebral cortex development","16/1059","109/23210",3.4722384120766e-05,0.000468342078731277,0.00034842298418738,"14634/67203/16975/12316/21335/381293/18993/228662/18992/18472/18186/17242/14182/18212/13865/218194",16
"382","a","a","GO:0001837","epithelial to mesenchymal transition","18/1059","133/23210",3.53760947607324e-05,0.00047591034286755,0.000354053392590191,"18128/16449/243574/56198/241324/12159/14056/14538/93840/17242/20319/384009/208177/216285/16392/17300/67888/68371",18
"383","a","a","GO:0010717","regulation of epithelial to mesenchymal transition","14/1059","87/23210",3.74643537907798e-05,0.000502687504258009,0.000373974255787034,"18128/16449/241324/12159/14056/14538/17242/20319/384009/208177/216285/16392/17300/68371",14
"384","a","a","GO:0006364","rRNA processing","23/1059","198/23210",3.85877566490889e-05,0.000516412712030385,0.000384185121023824,"70683/56200/56095/98956/50911/74035/245474/67276/225348/104662/20937/227715/72515/67936/217995/27993/17975/69639/110816/320790/18148/72462/100503670",23
"385","a","a","GO:0030856","regulation of epithelial cell differentiation","19/1059","147/23210",4.1532039348193e-05,0.000554371818728218,0.000412424789918352,"16869/18128/16449/58198/12443/12159/18510/14056/19726/22344/20378/19126/15404/14739/23967/17300/13610/67888/230959",19
"386","a","a","GO:0014855","striated muscle cell proliferation","13/1059","77/23210",4.19404519654917e-05,0.000558373012048347,0.00041540147678938,"12534/18128/77044/268697/14234/26416/17260/17268/11600/13052/14182/17967/17300",13
"387","a","a","GO:0060688","regulation of morphogenesis of a branching structure","12/1059","67/23210",4.49886442013425e-05,0.000597407345092246,0.00044444106008235,"16869/21410/58198/20474/14165/12159/18510/18654/104156/17242/15234/14182",12
"388","a","a","GO:0007162","negative regulation of cell adhesion","29/1059","284/23210",4.6501836934279e-05,0.000615909639188814,0.000458205837616119,"72349/23790/14114/11846/14634/11352/18128/16449/18576/108911/22694/12159/19684/15170/20358/14538/11600/208650/17242/94212/208177/15404/12484/13640/269023/19091/208936/20315/230959",29
"389","a","a","GO:0048880","sensory system development","37/1059","403/23210",4.67648493969941e-05,0.000617800928152063,0.00045961286161516,"16869/14634/12266/16449/29876/14234/50524/77579/14165/12159/81896/20586/15312/320790/15258/15289/19378/218772/17268/107587/18186/17536/18741/19126/22141/268396/16392/17300/208936/18212/23937/18213/20666/270120/234267/242022/195727",37
"390","a","a","GO:0044403","symbiont process","33/1059","343/23210",4.77173445723902e-05,0.00062813238564709,0.000467298947096042,"13205/14114/11846/19360/21973/107373/13006/18128/12125/22038/66949/27979/19205/84505/55944/53817/18458/13194/13669/15510/98415/15161/16201/20586/230908/72462/21454/21974/110532/16004/18552/14268/29869",33
"391","a","a","GO:0017148","negative regulation of translation","18/1059","136/23210",4.77913529457116e-05,0.00062813238564709,0.000467298947096042,"13205/72068/13361/22171/107508/83557/636931/11991/12317/140486/192170/17975/53872/75593/16201/64602/56403/231464",18
"392","a","a","GO:0090231","regulation of spindle checkpoint","6/1059","16/23210",4.80083438280465e-05,0.000629374691153906,0.000468223159998563,"74335/67052/20878/56150/214444/268697",6
"393","a","a","GO:0055024","regulation of cardiac muscle tissue development","15/1059","101/23210",5.26507107064418e-05,0.000687555435059546,0.000511506711347952,"12534/28185/18128/268697/26416/53817/12159/12912/19736/13642/17260/17268/13052/14182/17967",15
"394","a","a","GO:0034728","nucleosome organization","18/1059","137/23210",5.27139212713487e-05,0.000687555435059546,0.000511506711347952,"27221/66929/66471/66336/59001/77044/114741/381280/56086/70645/17216/110749/19231/50927/20586/20588/18148/53605",18
"395","a","a","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","23/1059","202/23210",5.28495232152461e-05,0.000687578986843417,0.000511524232692269,"12561/13723/241324/235472/93842/26416/16475/320873/279653/14464/13052/16401/12564/12563/320865/12484/13640/71436/210801/270120/12404/219228/23964",23
"396","a","a","GO:0090596","sensory organ morphogenesis","30/1059","301/23210",5.44247254928345e-05,0.000706284505827466,0.000525440199335394,"16869/14634/12824/14048/16449/58198/20474/14165/12159/18510/81896/15312/320790/15258/14461/218772/17268/107587/93840/20378/18741/19126/14182/76365/23967/57265/18212/20666/270120/16658",30
"397","a","a","GO:0003208","cardiac ventricle morphogenesis","13/1059","79/23210",5.53733506772995e-05,0.00071678501040464,0.000533252047355036,"18128/16449/56198/14234/109620/320790/17260/14725/20319/22003/16392/17300/20666",13
"398","a","a","GO:0044818","mitotic G2/M transition checkpoint","8/1059","31/23210",5.64456288935167e-05,0.000728829364029603,0.000542212441526719,"12189/23834/12534/17193/12144/269582/77011/235559",8
"399","a","a","GO:1904589","regulation of protein import","12/1059","69/23210",6.08116356120199e-05,0.000783235577469098,0.000582687931784346,"68051/14634/28185/13605/18226/26416/12159/19384/70572/230908/76936/11600",12
"400","a","a","GO:0031334","positive regulation of protein complex assembly","26/1059","246/23210",6.36025720841098e-05,0.000817134044850601,0.000607906688972334,"55982/71902/72068/21410/12125/214444/116837/14234/56742/666048/27041/22375/15519/16475/12912/13589/23881/23996/17698/218333/14260/260315/18552/231464/170643/12484",26
"401","a","a","GO:0007018","microtubule-based movement","28/1059","275/23210",6.56466366288583e-05,0.000841291934253623,0.000625878945362943,"19348/16551/67203/50850/240641/228421/73804/110033/71819/16571/209737/226977/381293/229841/70218/264134/16211/56455/18472/16569/81896/19726/81907/18039/22141/18536/16565/18040",28
"402","a","a","GO:0019827","stem cell population maintenance","20/1059","165/23210",6.64944532951148e-05,0.000849905556945409,0.000632287048028128,"72068/21410/13006/99377/58198/12316/211651/268996/83557/140486/14165/18510/20586/24061/14461/23989/93840/14182/18536/15364",20
"403","a","a","GO:0008380","RNA splicing","34/1059","364/23210",6.66495309299474e-05,0.000849905556945409,0.000632287048028128,"68278/20624/21681/74044/67678/15382/68879/20641/53379/19205/53817/192159/18949/212880/72486/18458/71702/225027/319322/192170/56195/74255/13204/19656/230908/18148/72462/76936/214572/68479/109095/320632/56403/93686",34
"404","a","a","GO:0006221","pyrimidine nucleotide biosynthetic process","7/1059","24/23210",7.05046835628475e-05,0.000895794689113559,0.000666426257588605,"69719/22247/22171/80914/51797/18102/237336",7
"405","a","a","GO:0045785","positive regulation of cell adhesion","37/1059","411/23210",7.05967793522069e-05,0.000895794689113559,0.000666426257588605,"14114/14634/19273/15891/15505/12144/13612/14234/68169/12317/328365/15519/15510/14260/14115/13642/15170/12977/14538/11600/64074/18552/18186/14268/269152/16401/17242/16186/22003/76365/56320/11906/12484/108797/20315/12522/13482",37
"406","a","a","GO:0060872","semicircular canal development","5/1059","11/23210",7.18723770168731e-05,0.000909734348496824,0.000676796664053106,"14634/14048/14165/320790/14461",5
"407","a","a","GO:0051053","negative regulation of DNA metabolic process","19/1059","153/23210",7.21580214053254e-05,0.000910248439008579,0.000677179121573756,"57441/67141/19360/13006/22596/98956/58186/12144/75317/226409/208084/12190/17688/94232/17685/70640/74493/12649/24061",19
"408","a","a","GO:0031572","G2 DNA damage checkpoint","8/1059","32/23210",7.22672432604592e-05,0.000910248439008579,0.000677179121573756,"12189/12534/17193/12144/18817/76843/269582/12649",8
"409","a","a","GO:0006406","mRNA export from nucleus","10/1059","50/23210",7.2793814199716e-05,0.000912408319932538,0.000678785964501588,"68278/445007/234865/103468/53379/53817/71805/59015/109095/276770",10
"410","a","a","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","10/1059","50/23210",7.2793814199716e-05,0.000912408319932538,0.000678785964501588,"68278/445007/234865/103468/53379/53817/71805/59015/109095/276770",10
"411","a","a","GO:0016055","Wnt signaling pathway","38/1059","428/23210",7.6006909127551e-05,0.000950363761572956,0.000707022906777476,"13205/21410/14634/218581/29806/11352/18128/228357/19273/58198/12316/26416/12443/666048/12447/27041/14165/13194/74493/20586/56332/27412/14783/93840/20378/17242/20319/18741/70433/76365/26563/140577/16392/319478/57265/14734/15364/328949",38
"412","a","a","GO:0006418","tRNA aminoacylation for protein translation","9/1059","41/23210",7.74958280853951e-05,0.000966628787696227,0.000719123269305455,"110960/23874/107508/226539/107271/234734/105148/22375/85305",9
"413","a","a","GO:0021537","telencephalon development","26/1059","249/23210",7.78557424782988e-05,0.000968766732677912,0.000720713792993963,"16869/14634/67203/16975/58198/12316/21335/381293/18993/228662/18992/140486/18472/77579/12159/320790/81907/218772/15902/18186/17242/14182/18212/20315/13865/218194",26
"414","a","a","GO:0035282","segmentation","15/1059","105/23210",8.31204202543718e-05,0.00103177739054883,0.000767590557752043,"16869/18128/57434/241324/14234/12159/17285/19378/12808/18186/20319/76365/23967/17300/16658",15
"415","a","a","GO:0198738","cell-cell signaling by wnt","38/1059","430/23210",8.38194593503764e-05,0.00103794747373876,0.000772180789754134,"13205/21410/14634/218581/29806/11352/18128/228357/19273/58198/12316/26416/12443/666048/12447/27041/14165/13194/74493/20586/56332/27412/14783/93840/20378/17242/20319/18741/70433/76365/26563/140577/16392/319478/57265/14734/15364/328949",38
"416","a","a","GO:0051494","negative regulation of cytoskeleton organization","19/1059","155/23210",8.61027326176577e-05,0.00106365851663977,0.000791308514340417,"268970/18005/80986/214444/50875/22153/12449/13589/16765/14228/19684/18148/76686/260315/50876/22003/208177/56320/20393",19
"417","a","a","GO:0072132","mesenchyme morphogenesis","10/1059","51/23210",8.68807007512985e-05,0.00107069525458255,0.000796543493951069,"18128/56198/14234/12160/14464/14182/16392/23967/17300/67888",10
"418","a","a","GO:0150063","visual system development","36/1059","400/23210",8.84257693550522e-05,0.00108712925530051,0.000808769565090783,"16869/14634/12266/16449/29876/14234/50524/77579/14165/12159/81896/20586/15312/320790/15258/15289/19378/218772/17268/107587/18186/17536/18741/19126/22141/268396/17300/208936/18212/23937/18213/20666/270120/234267/242022/195727",36
"419","a","a","GO:0001570","vasculogenesis","14/1059","94/23210",8.97819063854527e-05,0.00110116758213566,0.000819213375183932,"14235/55982/18128/328365/20586/11600/18186/18741/14182/14615/65255/12778/18212/67888",14
"420","a","a","GO:0022618","ribonucleoprotein complex assembly","24/1059","223/23210",9.03075522374781e-05,0.00110497740702,0.000822047693550177,"13205/72068/217869/67832/29806/67678/432508/56351/68879/20641/55944/27041/53817/192159/15519/13669/56195/23881/110816/19656/100503670/214572/320632/231464",24
"421","a","a","GO:0045070","positive regulation of viral genome replication","8/1059","33/23210",9.16006034384126e-05,0.00111813658211402,0.000831837458903149,"13205/21973/18128/18458/13194/98415/21974/110532",8
"422","a","a","GO:0006298","mismatch repair","7/1059","25/23210",9.40817950068174e-05,0.00114299372231687,0.000850329922769095,"68275/18538/19891/26909/18861/17688/17685",7
"423","a","a","GO:0043486","histone exchange","7/1059","25/23210",9.40817950068174e-05,0.00114299372231687,0.000850329922769095,"66471/66336/59001/381280/70645/19231/50927",7
"424","a","a","GO:0030866","cortical actin cytoskeleton organization","9/1059","42/23210",9.46697910379172e-05,0.00114742466071664,0.00085362631839552,"23790/26934/13605/12704/71819/68743/102502/12317/104215",9
"425","a","a","GO:0090090","negative regulation of canonical Wnt signaling pathway","16/1059","119/23210",0.000102295164509145,0.00123692905979411,0.000920213095968336,"14634/29806/18128/228357/19273/26416/27041/20378/17242/20319/70433/76365/140577/16392/14734/328949",16
"426","a","a","GO:0072077","renal vesicle morphogenesis","6/1059","18/23210",0.000102875687190856,0.0012410285363235,0.000923262900610796,"16869/58198/12159/18510/14260/269152",6
"427","a","a","GO:0072527","pyrimidine-containing compound metabolic process","10/1059","52/23210",0.0001032114023241,0.0012420233923209,0.000924003023506421,"69719/22247/21877/22171/80914/51797/13178/18102/237336/209558",10
"428","a","a","GO:0010810","regulation of cell-substrate adhesion","23/1059","211/23210",0.000103441527906859,0.0012420233923209,0.000924003023506421,"72349/23790/14114/18128/16449/13612/108911/68169/12317/14260/14115/12977/14538/64074/18552/18186/14268/17242/208177/56320/15404/13640/230959",23
"429","a","a","GO:0060420","regulation of heart growth","13/1059","84/23210",0.000106379817465029,0.001274326065158,0.000948034589701838,"12534/28185/18128/268697/26416/53817/19736/17260/67603/17268/13052/14182/17967",13
"430","a","a","GO:0043903","regulation of symbiosis, encompassing mutualism through parasitism","22/1059","198/23210",0.000109529616114565,0.00130900627258779,0.000973834922223011,"13205/14114/11846/19360/21973/107373/13006/18128/12125/22038/66949/84505/18458/13194/98415/16201/20586/230908/72462/21974/110532/16004",22
